0.0 0x 0y 0z 1x 1y 1z 2x 2y 2z 3x 3y 3z 4x 4y 4z 5x 5y 5z 6x 6y 6z 7x 7y 7z 8x 8y 8z 9x 9y 9z 10x 10y 10z 11x 11y 11z 12x 12y 12z 13x 13y 13z 14x 14y 14z 15x 15y 15z 16x 16y 16z 17x 17y 17z 18x 18y 18z 19x 19y 19z 20x 20y 20z 21x 21y 21z 22x 22y 22z 23x 23y 23z 24x 24y 24z 25x 25y 25z 26x 26y 26z 27x 27y 27z 28x 28y 28z 29x 29y 29z 30x 30y 30z 31x 31y 31z 32x 32y 32z 33x 33y 33z 34x 34y 34z 35x 35y 35z 36x 36y 36z 37x 37y 37z 38x 38y 38z 39x 39y 39z 40x 40y 40z 41x 41y 41z 42x 42y 42z 43x 43y 43z 44x 44y 44z 45x 45y 45z 46x 46y 46z 47x 47y 47z 48x 48y 48z 49x 49y 49z 50x 50y 50z 51x 51y 51z 52x 52y 52z 53x 53y 53z 54x 54y 54z 55x 55y 55z 56x 56y 56z 57x 57y 57z 58x 58y 58z 59x 59y 59z 60x 60y 60z 61x 61y 61z 62x 62y 62z 63x 63y 63z 64x 64y 64z 65x 65y 65z 66x 66y 66z 67x 67y 67z 68x 68y 68z 69x 69y 69z 70x 70y 70z 71x 71y 71z 72x 72y 72z 73x 73y 73z 74x 74y 74z 75x 75y 75z 76x 76y 76z 77x 77y 77z 78x 78y 78z 79x 79y 79z 80x 80y 80z 81x 81y 81z 82x 82y 82z 83x 83y 83z 84x 84y 84z 85x 85y 85z 86x 86y 86z 87x 87y 87z 88x 88y 88z 89x 89y 89z 90x 90y 90z 91x 91y 91z 92x 92y 92z 93x 93y 93z 94x 94y 94z 95x 95y 95z 96x 96y 96z 97x 97y 97z 98x 98y 98z 99x 99y 99z
1390385192.564 298.139 207.249 1221 295.42 204.952 1221 291.755 204.053 1229 288.089 204.754 1234 285.378 206.863 1234 288.14 207.987 1229 291.657 208.389 1225 295.185 208.022 1221 314.836 207.989 1238 317.583 206.11 1243 321.353 205.514 1247 324.935 206.53 1252 327.207 208.758 1265 324.623 209.608 1247 321.208 209.68 1243 317.776 209.019 1243 299.406 197.154 1208 293.001 195.699 1221 285.833 195.558 1238 281.37 198.205 1238 278.634 201.789 1238 280.127 202.664 1234 283.145 200.179 1234 286.831 198.798 1238 292.743 199.037 1221 298.597 200.054 1212 314.169 197.838 1247 320.417 196.981 1252 327.394 197.43 1265 331.636 200.428 1275 333.82 203.944 0 332.248 204.789 0 329.783 202.228 1275 326.273 200.616 1261 320.552 200.317 1247 314.718 200.772 1243 302.835 207.097 1225 302.331 211.47 1221 300.649 215.049 1221 297.789 217.896 1221 298.585 221.944 1225 304.162 221.701 1229 308.194 221.872 1234 313.513 222.47 1243 314.569 218.61 1238 311.956 215.397 1234 310.649 211.637 1234 310.429 207.351 1238 294.688 233.057 1225 298.085 230.152 1221 302.337 227.943 1225 306.013 228.751 1229 309.676 228.257 1238 313.411 230.616 1247 316.256 233.748 1261 313.672 234.805 1256 310.184 235.488 1247 305.759 235.621 1234 301.122 235.248 1225 297.467 234.397 1225 297.78 232.577 1221 301.313 231.624 1225 305.823 231.645 1229 310.154 231.96 1238 313.32 233.109 1252 310.046 231.938 1238 305.8 231.644 1229 301.432 231.637 1225 275.044 207.877 1238 274.866 215.099 1243 275.456 222.283 1243 276.534 229.384 1252 278.433 236.021 1261 281.644 241.715 1261 285.905 245.655 1265 291.118 249.01 1261 297.513 251.446 1265 305.152 252.638 1284 312.552 251.663 1299 318.967 249.329 1314 324.117 245.73 1329 328.286 241.271 1522 331.224 235.472 1536 332.905 229.261 1536 334.164 222.832 1542 334.78 216.547 0 334.762 209.672 0 291.72 206.534 1225 321.19 207.901 1243 306.177 219.368 1229 300.102 194.29 1221 293.342 192.793 1225 284.878 192.744 1243 278.982 196.111 1243 275.785 200.167 1238 313.761 194.929 1243 320.361 194.057 1252 328.646 194.692 1270 334.264 198.497 0 336.848 202.498 0
1390385192.626 297.861 207.173 1225 295.193 204.897 1221 291.559 204.007 1225 287.934 204.706 1229 285.252 206.803 1234 287.971 207.92 1229 291.454 208.32 1221 294.95 207.959 1225 314.52 207.955 1238 317.233 206.085 1243 320.977 205.504 1243 324.53 206.519 1252 326.776 208.747 1256 324.204 209.592 1252 320.804 209.655 1238 317.397 208.99 1243 299.188 197.243 1208 292.905 195.804 1225 285.885 195.648 1238 281.449 198.189 1243 278.695 201.676 1238 280.139 202.612 1238 283.145 200.205 1238 286.815 198.875 1238 292.627 199.115 1221 298.391 200.116 1208 313.913 197.954 1247 320.054 197.123 1252 326.91 197.573 1261 331.118 200.481 1284 333.293 203.905 0 331.762 204.798 1284 329.308 202.306 1275 325.809 200.737 1256 320.168 200.434 1247 314.427 200.86 1243 302.575 207.091 1225 302.019 211.422 1225 300.322 215.008 1221 297.531 217.933 1221 298.346 221.961 1225 303.763 221.664 1225 307.709 221.837 1234 312.901 222.5 1238 314.017 218.661 1238 311.537 215.385 1234 310.282 211.616 1234 310.076 207.361 1238 294.541 233.288 1225 297.783 230.313 1221 301.908 228.045 1225 305.505 228.824 1229 309.096 228.365 1238 312.66 230.786 1243 315.308 233.986 1261 312.869 234.87 1252 309.499 235.459 1243 305.186 235.562 1234 300.685 235.217 1225 297.165 234.441 1225 297.744 232.776 1221 301.016 231.772 1225 305.294 231.75 1229 309.372 232.107 1238 312.277 233.288 1252 309.236 231.93 1238 305.268 231.581 1229 301.16 231.636 1225 274.82 207.758 1238 274.576 214.934 1243 275.102 222.138 1243 276.119 229.26 1252 277.954 235.928 1261 281.111 241.687 1261 285.323 245.671 1261 290.508 249.031 1265 296.888 251.45 1265 304.474 252.643 1280 311.854 251.704 1294 318.302 249.424 1314 323.496 245.842 1324 327.694 241.38 1515 330.681 235.531 1536 332.429 229.271 1536 333.734 222.809 1536 334.395 216.471 0 334.405 209.62 0 291.522 206.473 1225 320.805 207.881 1243 305.766 219.369 1229 299.903 194.393 1216 293.269 192.912 1221 284.986 192.839 1238 279.145 196.065 1243 275.928 200.008 1238 313.516 195.063 1247 320.011 194.216 1252 328.143 194.849 1270 333.682 198.539 1270 336.247 202.434 0
1390385192.673 297.618 207.174 1221 294.94 204.913 1221 291.291 204.035 1225 287.654 204.724 1229 284.964 206.793 1234 287.693 207.912 1229 291.186 208.311 1221 294.695 207.953 1221 314.337 207.935 1238 317.054 206.069 1243 320.813 205.492 1243 324.388 206.489 1252 326.673 208.684 1261 324.077 209.537 1252 320.657 209.608 1243 317.229 208.955 1243 298.896 197.32 1208 292.637 195.881 1221 285.648 195.703 1238 281.22 198.204 1238 278.461 201.65 1238 279.891 202.587 1238 282.895 200.221 1238 286.566 198.919 1238 292.354 199.168 1216 298.1 200.165 1212 313.716 198.007 1243 319.854 197.152 1252 326.708 197.557 1261 330.949 200.418 1280 333.167 203.804 0 331.648 204.706 0 329.159 202.256 1280 325.628 200.723 1256 319.984 200.444 1247 314.239 200.884 1243 302.329 207.094 1225 301.772 211.438 1221 300.076 215.051 1221 297.273 218.007 1221 298.083 222.016 1225 303.477 221.737 1229 307.473 221.906 1234 312.706 222.553 1238 313.818 218.724 1238 311.311 215.429 1238 310.058 211.631 1234 309.858 207.358 1234 294.379 233.353 1221 297.578 230.372 1221 301.674 228.111 1225 305.268 228.882 1229 308.856 228.421 1238 312.44 230.834 1243 315.11 234.031 1261 312.688 235.001 1256 309.311 235.663 1243 304.963 235.795 1229 300.438 235.419 1225 296.948 234.578 1225 297.584 232.861 1221 300.806 231.833 1221 305.073 231.8 1229 309.159 232.16 1238 312.063 233.359 1252 309.024 232.113 1238 305.043 231.802 1229 300.948 231.827 1221 274.656 207.713 1238 274.431 214.858 1243 274.986 222.029 1247 276.053 229.114 1252 277.927 235.74 1261 281.097 241.476 1261 285.285 245.479 1261 290.429 248.875 1261 296.758 251.335 1270 304.316 252.548 1280 311.708 251.605 1294 318.167 249.302 1314 323.382 245.705 1329 327.616 241.244 1522 330.658 235.413 1529 332.45 229.166 1536 333.783 222.709 1536 334.465 216.366 0 334.489 209.517 0 291.255 206.477 1225 320.654 207.846 1243 305.527 219.428 1229 299.623 194.484 1212 293.017 193.002 1221 284.769 192.902 1243 278.932 196.081 1238 275.708 199.982 1238 313.296 195.128 1247 319.783 194.257 1252 327.908 194.835 1265 333.486 198.464 0 336.099 202.315 0
1390385192.736 297.553 207.318 1221 294.864 205.07 1216 291.211 204.213 1221 287.57 204.924 1229 284.888 207.014 1234 287.604 208.12 1225 291.107 208.501 1221 294.63 208.119 1221 314.355 207.984 1238 317.079 206.103 1243 320.843 205.502 1243 324.421 206.481 1252 326.692 208.674 1261 324.106 209.542 1252 320.68 209.631 1243 317.247 208.993 1243 298.829 197.354 1208 292.531 195.955 1225 285.502 195.827 1238 281.072 198.372 1238 278.331 201.859 1238 279.767 202.793 1234 282.756 200.387 1238 286.42 199.049 1238 292.246 199.26 1216 298.035 200.221 1212 313.748 197.96 1247 319.926 197.09 1252 326.821 197.481 1261 331.065 200.342 1289 333.246 203.736 0 331.726 204.627 0 329.263 202.177 1280 325.734 200.651 1256 320.064 200.393 1247 314.278 200.856 1243 302.3 207.195 1225 301.743 211.541 1221 300.031 215.153 1221 297.183 218.115 1221 297.998 222.142 1221 303.449 221.818 1225 307.455 221.96 1234 312.696 222.584 1243 313.805 218.74 1238 311.302 215.473 1238 310.048 211.69 1234 309.857 207.419 1234 294.163 233.506 1225 297.42 230.491 1225 301.579 228.191 1225 305.204 228.945 1229 308.843 228.462 1238 312.432 230.862 1243 315.088 234.054 1261 312.655 235.043 1256 309.265 235.719 1243 304.864 235.882 1229 300.29 235.548 1225 296.765 234.734 1225 297.375 233.001 1225 300.669 231.932 1225 304.985 231.871 1229 309.106 232.201 1238 312.053 233.388 1252 308.964 232.156 1238 304.954 231.871 1229 300.804 231.93 1225 274.354 208.04 1238 274.141 215.213 1243 274.723 222.406 1247 275.786 229.495 1252 277.662 236.12 1261 280.828 241.843 1261 285.028 245.823 1261 290.197 249.191 1261 296.566 251.616 1270 304.176 252.783 1280 311.559 251.782 1294 318.001 249.408 1314 323.185 245.748 1324 327.382 241.23 1515 330.391 235.378 1536 332.201 229.134 1536 333.553 222.691 1536 334.26 216.363 0 334.299 209.509 0 291.178 206.66 1221 320.678 207.864 1243 305.49 219.498 1229 299.552 194.499 1212 292.905 193.06 1225 284.618 193.019 1238 278.787 196.25 1238 275.585 200.193 1238 313.336 195.075 1247 319.87 194.187 1252 328.039 194.751 1270 333.61 198.384 0 336.178 202.249 0
1390385192.814 297.514 207.306 1221 294.834 205.064 1216 291.193 204.2 1221 287.56 204.893 1225 284.868 206.957 1234 287.591 208.07 1225 291.084 208.462 1221 294.593 208.097 1221 314.3 208.025 1238 317.02 206.165 1243 320.764 205.582 1243 324.319 206.562 1252 326.586 208.745 1256 324.009 209.603 1252 320.604 209.685 1243 317.185 209.041 1243 298.828 197.386 1208 292.578 195.963 1221 285.61 195.803 1238 281.173 198.29 1238 278.398 201.721 1238 279.798 202.689 1234 282.824 200.329 1238 286.509 199.027 1234 292.293 199.262 1216 298.043 200.245 1212 313.693 198.044 1238 319.799 197.183 1252 326.606 197.574 1261 330.829 200.393 1280 333.036 203.751 0 331.545 204.674 0 329.061 202.251 1275 325.542 200.741 1256 319.932 200.478 1243 314.21 200.932 1243 302.272 207.201 1225 301.712 211.557 1225 300.005 215.178 1221 297.159 218.138 1221 297.98 222.162 1221 303.473 221.88 1225 307.487 222.038 1234 312.719 222.648 1238 313.822 218.807 1238 311.305 215.519 1238 310.037 211.724 1234 309.825 207.444 1234 294.124 233.451 1221 297.418 230.478 1221 301.597 228.223 1225 305.23 228.985 1234 308.859 228.516 1238 312.464 230.896 1243 315.145 234.073 1261 312.685 235.106 1256 309.291 235.799 1243 304.896 235.955 1225 300.313 235.592 1225 296.766 234.739 1225 297.3 232.971 1221 300.667 231.933 1221 305.017 231.894 1229 309.162 232.233 1238 312.148 233.423 1252 309.026 232.246 1238 304.982 231.962 1229 300.792 231.986 1221 274.284 207.92 1238 274.066 215.106 1243 274.629 222.302 1247 275.695 229.408 1252 277.584 236.045 1261 280.78 241.78 1261 285.013 245.78 1261 290.211 249.161 1265 296.595 251.598 1270 304.202 252.775 1280 311.583 251.793 1294 318.006 249.434 1319 323.183 245.789 1324 327.381 241.285 1515 330.389 235.446 1529 332.187 229.203 1536 333.523 222.755 1542 334.206 216.426 0 334.231 209.588 0 291.154 206.631 1221 320.598 207.926 1243 305.494 219.546 1229 299.56 194.543 1212 292.961 193.077 1225 284.745 192.997 1243 278.919 196.154 1238 275.683 200.032 1238 313.267 195.164 1247 319.726 194.285 1252 327.797 194.846 1265 333.344 198.426 0 335.945 202.249 0
1390385192.892 297.459 207.326 1221 294.785 205.084 1221 291.16 204.209 1225 287.54 204.89 1229 284.848 206.94 1234 287.569 208.062 1225 291.046 208.468 1221 294.539 208.115 1221 314.228 208.082 1238 316.944 206.233 1243 320.666 205.655 1243 324.199 206.639 1252 326.455 208.819 1261 323.894 209.676 1247 320.514 209.757 1243 317.112 209.111 1243 298.804 197.416 1208 292.589 195.97 1221 285.661 195.789 1238 281.22 198.24 1238 278.421 201.633 1234 279.791 202.634 1234 282.849 200.299 1238 286.55 199.019 1234 292.307 199.27 1216 298.029 200.276 1212 313.593 198.106 1243 319.647 197.247 1252 326.395 197.642 1261 330.6 200.434 1280 332.834 203.769 0 331.37 204.727 0 328.861 202.314 1275 325.349 200.808 1256 319.777 200.544 1247 314.099 200.998 1243 302.217 207.241 1225 301.659 211.608 1221 299.959 215.236 1221 297.113 218.181 1221 297.94 222.208 1221 303.481 221.986 1225 307.496 222.156 1234 312.74 222.728 1243 313.837 218.882 1238 311.293 215.589 1238 310.004 211.786 1234 309.768 207.498 1234 294.018 233.349 1221 297.393 230.471 1221 301.603 228.291 1225 305.249 229.069 1229 308.877 228.6 1238 312.529 230.928 1243 315.303 234.034 1261 312.758 235.063 1256 309.333 235.726 1243 304.941 235.86 1229 300.351 235.488 1225 296.758 234.645 1225 297.129 232.889 1221 300.633 231.943 1221 305.045 231.948 1229 309.258 232.271 1238 312.37 233.403 1247 309.138 232.211 1238 305.016 231.909 1229 300.749 231.919 1221 274.247 207.848 1238 274.025 215.05 1243 274.569 222.248 1243 275.628 229.372 1252 277.522 236.026 1261 280.751 241.769 1261 285.026 245.765 1261 290.257 249.136 1261 296.659 251.556 1270 304.258 252.729 1280 311.633 251.773 1299 318.049 249.453 1314 323.229 245.85 0 327.435 241.38 1522 330.439 235.553 1536 332.209 229.305 1536 333.513 222.846 1536 334.165 216.509 0 334.171 209.668 0 291.118 206.637 1221 320.501 207.997 1243 305.482 219.621 1229 299.54 194.58 1216 292.976 193.089 1225 284.806 192.982 1243 278.984 196.093 1238 275.727 199.929 1238 313.154 195.227 1247 319.559 194.348 1252 327.565 194.912 1265 333.093 198.458 0 335.725 202.252 0
1390385192.970 297.291 207.382 1221 294.609 205.154 1221 290.977 204.282 1225 287.343 204.935 1229 284.633 206.94 1234 287.365 208.069 1229 290.85 208.485 1221 294.356 208.148 1221 314.113 208.162 1243 316.839 206.338 1243 320.573 205.778 1243 324.121 206.752 1252 326.412 208.897 1261 323.827 209.749 1252 320.43 209.827 1243 317.014 209.183 1243 298.597 197.44 1208 292.406 195.977 1225 285.501 195.759 1238 281.074 198.177 1238 278.276 201.536 1238 279.627 202.526 1238 282.689 200.225 1238 286.387 198.976 1238 292.12 199.254 1221 297.821 200.274 1208 313.493 198.152 1243 319.551 197.291 1252 326.301 197.666 1265 330.518 200.445 1280 332.776 203.764 0 331.321 204.716 0 328.788 202.32 1275 325.257 200.83 1256 319.683 200.57 1247 313.995 201.021 1243 302.044 207.29 1225 301.484 211.661 1225 299.775 215.298 1221 296.888 218.238 1225 297.694 222.242 1221 303.247 222.054 1229 307.325 222.234 1234 312.633 222.807 1238 313.725 218.982 1238 311.131 215.683 1238 309.847 211.858 1234 309.627 207.563 1234 293.835 233.288 1225 297.202 230.429 1221 301.413 228.279 1225 305.061 229.065 1229 308.692 228.6 1238 312.391 230.925 1243 315.216 234.023 1261 312.655 235.163 1256 309.202 235.902 1243 304.762 236.053 1234 300.131 235.634 1225 296.546 234.703 1225 296.913 232.865 1225 300.423 231.912 1225 304.868 231.928 1229 309.137 232.261 1238 312.298 233.422 1252 309.024 232.365 1238 304.835 232.095 1229 300.533 232.051 1225 274.199 207.826 1243 273.99 214.981 1243 274.554 222.108 1247 275.648 229.156 1252 277.566 235.728 1256 280.781 241.408 1265 285.023 245.418 1261 290.202 248.835 1261 296.539 251.325 1270 304.112 252.539 1280 311.496 251.602 1294 317.914 249.268 1314 323.113 245.671 1324 327.354 241.225 1522 330.401 235.475 1529 332.213 229.296 1536 333.551 222.894 1536 334.236 216.601 0 334.274 209.788 0 290.928 206.674 1221 320.416 208.086 1243 305.302 219.693 1229 299.351 194.624 1212 292.811 193.114 1225 284.66 192.963 1243 278.842 196.038 1243 275.583 199.839 1243 313.039 195.286 1252 319.444 194.406 1252 327.454 194.947 1265 333.007 198.476 0 335.666 202.253 0
1390385193.48 297.206 207.348 1221 294.526 205.143 1221 290.896 204.293 1229 287.265 204.957 1229 284.566 206.963 1234 287.288 208.068 1229 290.772 208.463 1225 294.277 208.115 1225 314.047 208.071 1238 316.775 206.248 1243 320.511 205.686 1247 324.062 206.646 1256 326.357 208.779 1261 323.764 209.624 1252 320.36 209.703 1243 316.941 209.072 1243 298.504 197.499 1208 292.332 196.069 1221 285.456 195.878 1238 281.043 198.285 1243 278.26 201.628 1238 279.599 202.619 1238 282.641 200.327 1238 286.324 199.075 1238 292.04 199.331 1221 297.732 200.321 1212 313.434 198.151 1243 319.494 197.287 1252 326.246 197.652 1265 330.474 200.401 1280 332.726 203.696 0 331.281 204.644 0 328.747 202.27 1275 325.204 200.798 1261 319.627 200.55 1252 313.931 201.006 1243 301.953 207.228 1225 301.373 211.568 1225 299.648 215.18 1221 296.741 218.129 1225 297.534 222.112 1225 303.077 221.893 1229 307.167 222.057 1238 312.499 222.635 1243 313.595 218.828 1238 311.017 215.549 1238 309.746 211.755 1234 309.54 207.482 1238 293.653 233.241 1225 296.995 230.292 1221 301.214 228.094 1225 304.879 228.857 1234 308.543 228.393 1238 312.248 230.74 1243 315.041 233.902 1261 312.505 235.117 1256 309.049 235.92 1243 304.548 236.109 1234 299.878 235.69 1229 296.312 234.717 1229 296.739 232.814 1225 300.221 231.757 1225 304.677 231.729 1229 308.961 232.073 1238 312.118 233.303 1252 308.839 232.356 1238 304.637 232.129 1229 300.325 232.077 1225 274.142 207.908 1243 273.91 215.023 1243 274.469 222.113 1247 275.556 229.123 1252 277.462 235.672 1261 280.644 241.348 1265 284.843 245.37 1265 289.988 248.8 1265 296.306 251.303 1270 303.882 252.518 1280 311.278 251.561 1299 317.713 249.193 1314 322.925 245.554 1324 327.17 241.07 1522 330.236 235.309 1536 332.09 229.134 1536 333.458 222.741 1542 334.165 216.461 0 334.216 209.669 0 290.849 206.669 1225 320.352 207.978 1247 305.16 219.548 1229 299.26 194.695 1216 292.741 193.218 1225 284.629 193.097 1243 278.838 196.156 1243 275.595 199.939 1243 312.983 195.304 1247 319.393 194.42 1256 327.397 194.948 1265 332.943 198.439 0 335.591 202.19 0
1390385193.95 297.225 207.476 1221 294.605 205.353 1221 291.074 204.542 1229 287.558 205.223 1229 284.939 207.21 1229 287.609 208.27 1225 290.988 208.637 1225 294.383 208.282 1221 313.888 208.109 1238 316.528 206.309 1238 320.143 205.738 1247 323.588 206.662 1252 325.84 208.752 1252 323.324 209.595 1247 320.022 209.695 1243 316.694 209.099 1238 298.534 197.798 1208 292.62 196.434 1221 286.066 196.293 1238 281.748 198.55 1238 278.965 201.722 1238 280.171 202.835 1234 283.22 200.648 1234 286.877 199.45 1238 292.368 199.66 1221 297.858 200.597 1208 313.146 198.356 1243 318.907 197.469 1256 325.343 197.787 1261 329.488 200.321 1275 331.806 203.421 0 330.503 204.519 0 327.904 202.27 1265 324.396 200.895 1256 319.031 200.691 1247 313.59 201.178 1243 301.959 207.393 1225 301.369 211.655 1225 299.686 215.257 1221 296.898 218.255 1225 297.769 222.179 1225 303.23 221.944 1229 307.196 222.088 1238 312.423 222.609 1243 313.522 218.832 1238 310.997 215.543 1238 309.691 211.798 1234 309.389 207.602 1238 293.977 233.193 1225 297.284 230.302 1221 301.402 228.143 1225 305.011 228.856 1229 308.582 228.392 1238 312.252 230.659 1243 315.08 233.737 1261 312.51 234.79 1252 309.122 235.462 1243 304.762 235.621 1229 300.234 235.277 1225 296.703 234.459 1229 296.985 232.728 1225 300.493 231.736 1225 304.847 231.693 1229 309.03 232.005 1238 312.227 233.145 1247 308.915 232.026 1238 304.816 231.749 1229 300.601 231.785 1225 274.496 208.179 1243 274.247 215.213 1243 274.744 222.237 1247 275.802 229.225 1252 277.688 235.769 1261 280.902 241.452 1265 285.156 245.447 1265 290.366 248.776 1261 296.716 251.138 1270 304.21 252.247 1280 311.548 251.315 1294 317.966 249.039 1314 323.189 245.468 1329 327.411 241.017 1522 330.409 235.242 1536 332.164 229.027 1536 333.404 222.612 1542 333.987 216.312 0 333.925 209.603 0 291.048 206.874 1225 320.004 207.995 1243 305.215 219.588 1229 299.279 195.039 1208 293.014 193.625 1221 285.279 193.552 1238 279.658 196.418 1243 276.43 200.003 1238 312.651 195.558 1247 318.765 194.644 1256 326.398 195.105 1265 331.803 198.318 1280 334.516 201.843 0
1390385193.173 298.529 208.189 1221 295.942 206.003 1221 292.416 205.132 1225 288.893 205.761 1229 286.25 207.708 1229 288.882 208.848 1225 292.261 209.277 1225 295.663 208.97 1225 315.054 209.032 1238 317.719 207.232 1238 321.33 206.683 1243 324.731 207.638 1247 326.905 209.747 1252 324.431 210.6 1252 321.171 210.692 1243 317.858 210.064 1238 300.041 198.992 1208 294.117 197.51 1212 287.53 197.228 1238 283.106 199.362 1238 280.203 202.447 1238 281.41 203.612 1234 284.527 201.523 1234 288.239 200.411 1234 293.771 200.719 1221 299.289 201.762 1208 314.414 199.743 1243 320.154 198.891 1252 326.523 199.224 1256 330.632 201.717 1275 332.941 204.791 1275 331.624 205.882 1280 329.074 203.686 1270 325.615 202.32 1252 320.298 202.092 1243 314.892 202.547 1238 303.239 208.216 1225 302.622 212.568 1221 300.931 216.202 1221 298.115 219.154 1225 298.926 223.13 1225 304.491 223.124 1229 308.464 223.32 1238 313.601 223.71 1243 314.695 219.913 1238 312.223 216.6 1234 310.951 212.796 1234 310.684 208.509 1234 294.732 233.907 1225 298.267 231.289 1225 302.509 229.346 1225 306.153 230.127 1229 309.763 229.692 1238 313.404 231.82 1247 316.259 234.711 1261 313.604 235.844 1256 310.186 236.533 1252 305.791 236.656 1229 301.196 236.233 1225 297.595 235.321 1225 297.678 233.547 1225 301.466 232.786 1225 305.939 232.868 1225 310.197 233.159 1238 313.525 234.16 1256 310.102 233.149 1238 305.905 232.87 1225 301.538 232.798 1225 275.424 208.258 1238 275.124 215.426 1243 275.571 222.608 1243 276.58 229.766 1252 278.461 236.46 1261 281.754 242.272 1265 286.035 246.276 1265 291.237 249.623 1265 297.567 251.973 1270 304.99 253.13 1280 312.212 252.233 1299 318.492 250.014 1314 323.592 246.495 1329 327.786 242.125 1515 330.876 236.292 1529 332.719 230.014 1536 334.037 223.52 1536 334.691 217.154 0 334.715 210.38 0 292.354 207.486 1225 321.15 208.961 1238 306.431 220.644 1229 300.828 196.237 1212 294.566 194.7 1225 286.831 194.462 1238 281.121 197.16 1238 277.771 200.64 1238 313.931 196.934 1247 320.013 196.057 1252 327.552 196.535 1261 332.906 199.701 1275 335.612 203.199 0
1390385193.236 300.26 210.212 1221 297.684 207.96 1216 294.15 206.988 1221 290.576 207.472 1234 287.811 209.262 1234 290.474 210.542 1229 293.884 211.106 1225 297.322 210.912 1221 316.843 211.501 1243 319.563 209.79 1238 323.17 209.333 1243 326.525 210.328 1252 328.664 212.408 1256 326.21 213.253 1252 322.987 213.313 1238 319.683 212.615 1238 302.015 201.027 1212 296.089 199.31 1216 289.484 198.747 1238 284.925 200.688 1238 281.821 203.615 1238 282.964 204.853 1234 286.272 202.934 1234 290.111 201.992 1234 295.664 202.51 1216 301.185 203.762 1208 316.402 202.22 1243 322.053 201.442 1247 328.258 201.805 1261 332.287 204.274 1275 334.624 207.325 1275 333.32 208.43 1280 330.778 206.281 1270 327.386 204.918 1256 322.192 204.633 1247 316.878 205.012 1243 305.061 210.38 1225 304.447 214.901 1225 302.743 218.634 1225 299.8 221.497 1225 300.563 225.539 1225 306.426 225.874 1234 310.542 226.19 1243 315.634 226.48 1243 316.711 222.662 1243 314.143 219.248 1238 312.858 215.281 1238 312.608 210.844 1238 295.987 235.662 1225 299.878 233.528 1225 304.334 231.952 1234 308.028 232.87 1238 311.642 232.495 1243 315.332 234.455 1256 318.328 237.072 1265 315.497 238.388 1261 312.004 239.118 1261 307.586 239.163 1238 302.869 238.549 1229 299.102 237.421 1229 298.789 235.503 1229 303.057 235.147 1225 307.775 235.474 1229 312.212 235.772 1247 315.785 236.615 1261 312.161 235.785 1247 307.732 235.472 1229 303.079 235.173 1225 276.463 209.262 1243 276.178 216.607 1243 276.608 223.917 1247 277.634 231.202 1256 279.594 237.942 1261 283.044 243.766 1265 287.476 247.809 1265 292.766 251.244 1270 299.115 253.701 1275 306.528 254.975 1289 313.654 254.173 1304 319.736 251.995 1314 324.69 248.588 1329 328.87 244.376 1515 332.029 238.699 1529 333.937 232.536 1536 335.337 226.106 1536 336.071 219.789 1542 336.211 213.026 0 294.02 209.307 1225 322.956 211.568 1243 308.32 223.266 1238 302.878 198.286 1216 296.63 196.506 1221 288.887 195.94 1243 283.029 198.39 1238 279.472 201.686 1238 315.901 199.379 1243 321.87 198.583 1252 329.234 199.096 1261 334.552 202.243 0 337.313 205.724 0
